Position X,Position Y,Position Z
297.014,842.168,-37.1645
313.638,845.099,-36.5274
343.316,866.898,-36.7781
365.261,818.275,-37.223
414.058,835.58,-36.7059
407.83,849.883,-36.7984
461.708,826,-36.8605
441.919,827.124,-36.945
464.081,827.551,-36.8299
26.3736,876.558,-36.7137
14.8109,877.067,-36.776
59.6916,891.96,-37.1125
89.1476,890.06,-36.8625
115.829,895.587,-36.6588
91.1637,910.245,-36.9433
126.039,944.729,-36.5417
106.371,930.118,-35.9948
150.782,894.777,-36.5394
205.242,895.999,-37.1196
164.264,915.782,-36.7647
206.272,917.772,-36.3121
201.487,923.168,-36.5569
193.441,924.556,-37.2551
224.19,926.151,-37.4252
342.095,884.829,-37.0437
342.058,906.219,-36.5558
413.922,899.628,-37.1177
406.158,932.817,-36.2389
453.871,890.964,-36.3591
455.856,901.998,-37.0932
80.935,952.395,-36.9836
130.791,958.978,-36.2015
143.943,963.158,-37.0448
119.183,970.884,-38.491
122.697,988.393,-37.2525
109.497,995.784,-36.7839
116.891,1013.76,-36.1537
199.693,946.499,-36.2198
200.797,966.758,-37.1569
162.779,987.621,-36.9333
195.586,990.209,-36.9094
163.38,998.31,-36.9714
146.625,998.881,-37.2197
153.649,1005.9,-36.8365
192.91,952.843,-35.8641
208.961,993.06,-36.0979
250.342,963.091,-36.8676
258.15,975.012,-37.7211
258.8,987.827,-37.1727
220.149,1014.77,-36.4422
236.13,1015.34,-35.9638
317.516,954.266,-36.8429
351.349,956.78,-37.4834
351.82,991.167,-37.2657
369.429,954.38,-37.0595
379.564,969.137,-36.3002
463.042,983.785,-37.6568
448.225,994.705,-36.3066
89.7611,1030.03,-37.6541
118.248,1034.33,-36.2793
170.22,1034.09,-36.9694
148.759,1027.39,-36.1737
226.779,1025.72,-36.9183
304.899,1030.09,-36.6874
214.427,701.293,-40.7756
206.533,671.308,-39.6009
187.028,679.433,-39.7331
183.884,682.652,-40.0694
176.317,693.76,-39.9893
194.6,709.903,-40.2436
176.683,725.135,-40.132
145.065,703.289,-39.169
284.313,664.891,-40.699
230.74,701.881,-40.9454
253.038,706.235,-40.1857
289.169,663.655,-39.3486
266.379,683.928,-39.7283
223.475,685.182,-39.941
253.521,685.831,-39.302
248.266,698.599,-39.9672
234.448,704.174,-39.8729
242.889,722.289,-41.3258
316.511,667.623,-42.0002
357.916,672.912,-40.4212
362.026,674.842,-39.6195
299.164,667.241,-39.2706
304.251,726.743,-38.6093
394.873,662.962,-40.5287
432.967,695.983,-41.0624
416.426,698.9,-40.7613
397.377,705.015,-42.1107
414.917,710.567,-40.5469
397.643,679.612,-39.6516
387.572,700.161,-40.678
423.676,714.041,-40.2854
425.531,718.541,-39.5027
377.745,721.321,-39.8213
458.864,666.859,-40.2246
495.203,700.08,-41.0027
453.847,701.011,-40.9742
495.663,669.849,-40.4857
458.787,673.493,-40.1974
444.695,676.677,-40.1201
483.912,676.625,-39.5808
473.133,678.92,-39.8623
475.489,691.325,-39.7178
472.192,694.13,-39.8649
447.253,720.689,-39.9814
490.947,689.847,-38.2077
507.013,708.043,-38.7978
458.03,715.524,-39.0816
538.282,657.598,-41.1844
526.476,665.717,-40.3633
536.419,674.494,-40.6838
539.807,686.13,-41.2847
529.936,693.595,-40.8474
529.988,718.723,-39.7977
523.091,678.152,-39.9915
515.626,694.796,-40.0843
539.588,699.135,-39.7934
523.167,704.558,-39.5665
524.815,710.285,-40.115
534.974,716.843,-39.3805
42.6679,740.05,-41.0056
63.4086,732.015,-39.7582
10.8211,736.816,-39.3101
18.5801,740.183,-40.1066
15.7192,741.628,-39.5196
64.8071,750.037,-39.7438
41.9114,765.465,-38.9555
10.3597,778.292,-37.9316
19.2817,786.348,-38.0708
2.88298,793.272,-38.1438
99.468,787.855,-40.425
80.9363,791.329,-40.9282
108.36,731.533,-40.4198
74.2541,759.253,-39.3455
145.056,763.325,-38.7057
113.618,771.98,-38.4727
122.727,780.597,-38.2735
108.444,790.388,-38.4643
85.2661,794.438,-38.8322
108.401,781.107,-37.8851
103.489,790.971,-38.0215
132.138,798.001,-37.8642
145.493,752.028,-40.0191
178.598,794.492,-40.5098
186.536,738.909,-39.7265
214.712,739.873,-39.8481
153.537,758.556,-39.7114
160.935,770.862,-39.3158
184.291,782.993,-40.2239
190.69,796.721,-40.0403
212.058,758.093,-39.1991
168.58,784.278,-38.7151
203.9,784.511,-38.8854
153.33,777.573,-37.8427
284.805,740.812,-40.2377
237.226,783.804,-40.6913
265.617,790.852,-41.1754
288.886,731.01,-39.5244
230.754,736.689,-39.6609
252.173,736.64,-40.2124
277.466,742.025,-39.9518
266.937,752.655,-39.3236
228.135,756.227,-40.6946
260.398,748.267,-39.1024
262.374,773.917,-38.5863
290.401,784.566,-37.9035
274.855,797.35,-38.2448
325.924,748.645,-39.6232
297.433,755.573,-40.0899
338.503,756.5,-39.7713
353.363,759.412,-39.7757
308.988,781.191,-40.4915
354.862,782.494,-39.9854
339.695,749.231,-38.9797
324.189,783.614,-39.3705
325.112,762.688,-37.7467
332.718,785.754,-37.1383
416.217,732.272,-40.9548
409.318,739.123,-40.4831
371.122,743.536,-42.0551
367.168,756.748,-40.3751
378.252,790.58,-41.2945
386.633,734.233,-39.6962
398.438,736.938,-40.0282
379.656,743.411,-39.9622
417.753,755.459,-40.4054
377.969,755.634,-40.1309
424.826,761.806,-40.1857
392.263,763.067,-39.7593
411.495,766.8,-39.706
395.797,768.152,-40.2822
379.025,798.039,-39.937
419.774,765.238,-38.4165
393.226,776.16,-38.6588
425.454,782.761,-39.1169
479.82,745.04,-40.1161
502.043,754.721,-41.1584
455.722,783.926,-40.761
461.069,740.35,-39.9194
446.562,757.685,-39.8421
467.046,770.235,-39.0357
460.947,776.115,-39.8141
461.259,780.979,-40.1437
500.345,789.32,-40.0083
445.223,729.141,-39.4597
465.635,729.171,-38.1666
465.513,738.423,-38.903
457.568,756.804,-38.8628
440.762,771.182,-39.1772
443.154,780.585,-39.0783
446.095,789.235,-38.4204
485.138,780.322,-37.4708
507.84,798.018,-37.4351
528.735,727.218,-40.6908
525.82,765.361,-38.1238
3.64093,840.745,-40.394
28.7053,861.259,-40.5762
58.0956,852.018,-40.2034
19.7259,810.596,-38.6522
46.3432,829.296,-37.2777
51.6176,836.787,-37.9953
56.6442,842.256,-37.2979
64.042,858.594,-37.8675
39.0971,861.734,-38.1674
132.497,802.545,-40.6817
133.663,822.29,-40.9805
111.632,834.511,-40.9453
95.8645,813.501,-39.811
127.2,824.66,-40.1081
140.446,834.731,-39.4892
74.3494,850.185,-39.4394
105.588,869.014,-39.9919
120.631,812.087,-38.3039
73.6271,813.969,-38.7359
96.6004,820.169,-38.3922
80.6534,822.746,-38.8177
112.092,853.075,-38.2218
127.522,802.386,-38.2445
91.3777,823.425,-38.3982
134.749,843.34,-39.424
144.63,848.644,-37.4606
125.43,861.72,-37.4971
176.084,826.55,-41.028
214.653,856.601,-40.7891
177.899,863.345,-40.8444
149.824,808.553,-39.9206
149.138,835.693,-39.1128
196.428,866.947,-39.2939
213.908,838.903,-38.4997
183.839,858.19,-38.421
168.317,866.132,-38.4853
176.86,806.669,-38.2357
194.025,823.763,-37.8115
213.248,834.201,-37.2142
202.39,835.752,-38.2374
175.959,840.638,-38.3394
147.872,852.286,-37.8158
221.195,803.804,-40.2771
255.176,805.821,-41.0406
264.784,838.009,-40.5477
269.968,802.336,-39.4202
266.818,834.215,-39.9992
241.981,812.127,-38.4584
290.054,822.132,-38.7857
228.988,808.834,-37.5519
257.516,818.276,-37.5989
267.154,824.153,-37.3941
282.692,825.633,-37.9198
