Position X,Position Y,Position Z
591.638,1595.46,4.56267
668.57,1559.95,1.3405
692.593,1534.63,2.60842
654.876,1551.49,4.26775
664.011,1561.28,4.25258
216.642,1599.38,1.57738
181.815,1606.38,2.10934
169.697,1602.19,2.84728
206.623,1611.99,2.51892
189.775,1609.16,4.63513
263.384,1607.01,1.35607
267.749,1621.53,1.23477
274.149,1623.24,1.47731
218.427,1627.92,1.20747
290.609,1629.68,1.79424
277.884,1658.28,0.675176
235.251,1604.53,2.48455
249.513,1624.1,2.34681
277.221,1625.03,2.38982
230.31,1667.19,2.50257
222.04,1630.38,3.0744
228.803,1605.13,3.74987
255.131,1605.74,4.29677
280.633,1616.6,2.55308
261.006,1616.36,3.87832
237.17,1625.31,4.1622
285.899,1629.34,3.88637
226.563,1632.58,3.45392
241.632,1640.44,3.52064
271.661,1662.66,4.45715
349.602,1601.67,1.20431
351.681,1623.04,0.749934
348.167,1627.32,1.65674
308.38,1633.83,1.11493
331.212,1637.06,1.10401
313.42,1642.97,1.17995
346.56,1646.17,1.11781
316.71,1649.05,1.61601
308.066,1651.47,1.53041
362.366,1666.89,1.10431
330.466,1603.03,1.97824
351.062,1618.48,2.88799
319.967,1629.28,2.32868
333.763,1630.91,2.47986
313.395,1635.41,2.18629
310.009,1628.24,3.29598
349.809,1641.78,2.74145
309.695,1622.89,4.10471
338.799,1629.4,4.57302
291.829,1639.46,4.32292
383.622,1605.96,1.09845
423.889,1606.64,1.78853
383.493,1637.99,1.2972
405.997,1641.61,0.884363
381.67,1650.16,0.819842
387.776,1657.63,0.981388
393.825,1670.61,1.66778
374.003,1648.86,3.05761
420.604,1600.27,3.89726
389.928,1606.04,3.36226
426.776,1617.54,3.97386
369.928,1630.41,4.08646
384.401,1640.98,4.48597
398.487,1646.76,4.02491
390.605,1654.02,3.71386
364.395,1665.75,4.13275
488.182,1603.54,1.16683
455.313,1611.69,1.01261
505.921,1618.05,0.562762
496.109,1618.91,1.00467
484.325,1622.46,1.45731
463.564,1640.8,1.22206
436.217,1640.9,0.720278
490.043,1651.95,1.10908
470.813,1657.16,0.979543
436.755,1667.06,1.70125
479.171,1666.13,0.474078
483.64,1602.53,2.53802
470.808,1647.72,2.54323
462.444,1630.44,3.55836
461.297,1605.74,3.53591
452.302,1610.42,3.98612
456.762,1614.53,4.32504
472.211,1644.83,4.29289
468.011,1650.47,3.9728
482.979,1651.05,4.05256
466.008,1659.76,4.32102
468.718,1667.46,4.50641
481.379,1666.79,3.95378
515.106,1599.62,1.17525
569.823,1603.14,1.78108
532.834,1603.16,2.6558
556.37,1605.08,1.19316
538.281,1615.2,2.10713
512.338,1625.18,0.594886
557.511,1629.01,1.14607
546.298,1630.33,1.01705
552.635,1631.38,1.15767
566.342,1633.88,0.788767
539.18,1640.3,1.20555
564.505,1652.3,0.25714
562.936,1670.16,1.5032
551.352,1624.92,1.59377
534.132,1628.19,1.91291
545.956,1599.89,3.78437
524.454,1631.51,3.26471
568.841,1639.08,2.57804
553.458,1668.32,3.67808
541.68,1601.59,4.22852
577.277,1612.93,3.89971
533.538,1615.12,4.75831
563.819,1615.77,4.12996
560.128,1621.44,4.40098
563.385,1631.91,3.98265
552.539,1636.42,4.42568
560.358,1657.06,4.3898
570.277,1662.89,3.48366
608.177,1612.6,2.36991
619.847,1621.51,0.760168
604.082,1622.59,0.978446
613.705,1624.24,1.63025
592.18,1629.49,0.786293
630.04,1648.89,0.695214
594.815,1655.83,1.29893
611.502,1605.34,2.69665
587.106,1615.9,1.78653
621.297,1617.02,2.77706
624.836,1623.38,1.94541
582.134,1636.67,1.9803
599.904,1657,2.67111
619.031,1659.32,3.32743
632.466,1662.99,2.91923
596.74,1602.54,4.45083
620.894,1604.49,4.08307
634.219,1604.54,4.25087
649.1,1607.01,4.28644
637.647,1616.38,4.31671
631.431,1620.02,4.44687
611.016,1624.58,4.13556
601.981,1630.38,4.14467
609.729,1644.71,4.09924
615.445,1651.69,4.14776
257.763,1674.77,1.13296
249.553,1686.58,2.02141
272.122,1684.76,2.94041
273.454,1689.77,2.87522
290.739,1706.85,2.24479
287.248,1716.53,3.21141
300.626,1674.94,0.868734
294.293,1678.93,0.874362
301.229,1683.49,0.535978
298.89,1710.87,0.792659
329.277,1719.39,1.35319
332.692,1728.93,0.745097
348.648,1673.65,1.6162
338.447,1714.77,3.84129
310.661,1727.67,3.18614
361.544,1708.2,3.96459
317.306,1717.04,4.10577
343.34,1726.18,4.5481
371.471,1671.56,1.77803
433.731,1674.26,1.01942
427.749,1678.66,0.795724
432.687,1681.34,1.31566
413.536,1681.78,1.20222
368.86,1691.4,0.862097
368.172,1712.78,0.877508
393.636,1713.47,1.6988
405.557,1676.36,3.14871
394.589,1689.66,2.01971
392.295,1726.64,2.17352
366.704,1705.64,3.2072
378.175,1721.6,3.00561
396.789,1673.11,3.69337
411.025,1678.19,4.41798
391.616,1680.84,3.92797
494.379,1672.59,2.4956
436.677,1697.76,2.22039
438.721,1700.76,1.83609
485.529,1740.37,1.74838
500.19,1704.23,2.60724
502.578,1710.54,3.8595
488.345,1729.76,4.02243
544.126,1671.45,1.52713
546.822,1736.84,0.904383
564.661,1675.19,2.99746
555.671,1688.96,1.9571
558.351,1671.43,3.22834
524.412,1720.99,2.90678
603.592,1691.41,1.00662
624.585,1680.98,3.48966
491.725,1769.33,2.63582
540.485,1112.41,4.77246
625.263,1157.83,4.70813
222.529,1203.69,4.62756
470.563,1198.79,4.54643
638.741,1222.22,4.76536
404.512,1288.27,4.52363
427.494,1303.87,5.10363
524.036,1245.36,5.04246
514.649,1251.07,5.04257
513.459,1255.86,4.91942
548.257,1268.08,5.00578
544.983,1276.61,4.62514
549.537,1288.45,5.15268
544.539,1289.32,5.01653
533.253,1298.75,5.1804
598.077,1250.67,4.90182
155.16,1333.11,4.87116
150.043,1370.75,4.68288
279.923,1351.13,5.08467
345.557,1369.22,4.45952
395.995,1316.95,5.04847
401.395,1341.6,5.02252
433.846,1352.47,4.97053
377.032,1364.23,4.98385
478.279,1359.61,4.90948
475.701,1374.11,4.98312
564.822,1349.81,4.80294
518.091,1352.56,5.39385
523.211,1372.82,4.78375
613.129,1351.23,4.31412
672.391,1324.29,5.4921
658.489,1344.43,4.80256
686.231,1352.61,5.10693
661.362,1365.98,5.04781
116.314,1425.14,4.61953
137.939,1443.48,4.06559
198.039,1385.32,4.57745
185.232,1453.3,4.42497
320.566,1420.08,4.99831
399.72,1391.73,4.54939
435.467,1426.62,4.78124
410.194,1438.31,5.33919
575.445,1407.81,5.33894
514.311,1411.66,4.62052
532.945,1419.28,4.72693
545.466,1423.43,4.66669
570.705,1451.04,5.23061
612.326,1403.81,4.66908
692.386,1406.56,4.6492
710.358,1419.05,4.43858
201.562,1503.4,4.92663
155.497,1515.89,5.34992
235.528,1497.29,4.78588
327.892,1480.97,4.5739
315.088,1488.83,5.02527
337.931,1491.54,4.56979
352.653,1498.6,4.87447
420.464,1462.78,5.07863
373.742,1508.33,5.18616
366.459,1510.35,4.78617
380.725,1517.99,4.44014
394.53,1518.75,5.43398
494.198,1455.86,4.92441
451.068,1521.89,5.05185
556.509,1461.93,4.97128
559.709,1468.27,4.36033
555.415,1478.83,4.33718
541.086,1512.06,4.88225
616.943,1466.63,4.96404
651.924,1469.88,5.30746
634.155,1472.29,4.75116
582.392,1488.25,5.03092
634.982,1520.87,4.80337
635.322,1524.01,4.56156
161.577,1527.41,4.56854
160.528,1534.5,4.59755
182.714,1545.85,4.67528
150.629,1568.51,5.04275
213.744,1591.79,4.59594
280.54,1528.96,4.63968
247.21,1546.5,4.84586
244.94,1552.16,4.9491
290.77,1575.45,5.67318
311.139,1531.32,4.99935
303.803,1545.85,4.71235
340.164,1557.29,4.97007
295.749,1557.09,5.12797
325.086,1562.62,5.08933
315.088,1555,5.47198
301.508,1574.28,5.7445
374.785,1528.73,4.51016
383.983,1535.58,4.73781
368.023,1550.42,4.8755
372.495,1559.79,4.75605
369.668,1564.16,4.71685
432.439,1569.51,4.99153
395.197,1579.98,4.26416
419.159,1583.37,4.93358
428.266,1587.71,4.95998
428.905,1591.82,5.33369
474.007,1528.53,5.01243
498.332,1553.56,4.91162
456.002,1577.92,5.54428
467.322,1584.66,5.00007
494.54,1590.54,5.95929
555.045,1558.09,5.24715
562.835,1559.7,4.61728
528.207,1578.46,4.54713
538.182,1592.27,4.961
531.433,1596.22,3.75106
571.36,1596.78,4.7569
542.05,1597.01,4.63769
521.91,1598.25,4.54847
549.261,1587.89,5.76805
548.447,1592.54,5.14622
636.649,1548.06,4.81864
588.324,1549.07,4.89241
630.039,1561.9,4.81974
624.002,1591.6,5.4219
611.445,1592.86,3.78978
668.529,1530.34,5.0621
676.504,1530.92,5.0231
661.66,1527.48,5.73177
250.594,1602.66,5.13564
279.198,1603.72,5.35847
267.246,1627.88,4.58966
253.045,1630.28,4.89156
254.71,1634.71,4.71882
241.222,1664.32,4.65843
259.024,1669.55,5.0339
279.54,1661.44,5.78305
293.205,1605.29,4.71527
337.397,1623.19,4.78961
317.574,1627.39,5.22117
318.013,1632.93,4.92973
297.48,1643.44,4.18386
426.306,1612.15,5.38596
370,1644.36,4.9514
377.177,1654.77,4.75581
434.756,1659.2,4.94016
410.917,1663.21,4.74705
372.005,1668.12,5.07409
500.762,1617.01,5.00796
508.497,1628.27,4.84094
482.463,1632.53,5.09019
498.87,1636.36,4.83695
463.994,1639.92,4.92065
483.637,1645.57,4.63821
439.808,1647.14,4.99229
455.153,1657.99,4.93624
438.635,1666.58,5.2955
481.094,1620.27,5.94826
574.418,1602.01,4.44704
552.943,1603.5,5.17358
516.021,1605.91,4.87738
528.331,1609.01,5.12312
543.963,1615.72,4.5044
532.334,1617.9,4.95573
529.381,1621.2,4.63828
563.892,1645.15,4.88997
510.806,1646.83,4.89537
561.801,1651.06,4.85381
550.887,1656.59,5.14214
540.412,1660.23,5.4616
547.099,1663.55,4.24747
603.597,1607.54,4.79813
598.044,1608.26,4.67411
641.486,1620.51,4.66042
649.749,1629.55,3.74478
590.813,1647.71,4.66168
594.65,1649.59,4.90258
582.454,1668.59,5.47157
279.315,1676.06,4.95306
285.224,1692.06,4.92359
348.141,1681.46,4.49181
358.062,1684.18,4.77538
299.195,1684.93,4.68
315.668,1686.17,4.82194
325.467,1719.68,5.00649
356.349,1722.6,5.48408
292.999,1685.59,6.3168
411.896,1672.46,5.12024
390.377,1676.08,4.68314
379.608,1692.72,5.06345
382.758,1693.8,4.94652
426.404,1693.79,5.35461
375.765,1696.77,4.63035
469.276,1683.27,4.99183
446.017,1699.11,4.64021
451.874,1738.95,4.62725
506.209,1672.71,5.64755
530.9,1716.59,5.4886
541.893,1696.76,6.14583
538.178,1706.07,5.95794
624.03,1677.16,5.38185
591.816,1683.66,4.69096
605.296,1702.65,5.53895
376.202,1746.36,4.53646
415.361,1762.88,5.44969
437.492,1766.67,5.23405
469.516,1748.17,5.61339
471.035,1769.54,6.0215
327.638,1109.27,2.79051
311.634,1113.13,2.20037
326.156,1150.97,2.50138
321.748,1155.86,2.72092
361.258,1094.83,2.7835
313.091,1095.24,2.9055
356.245,1101.38,2.96352
334.917,1106.19,3.32284
357.908,1108,2.85443
353.703,1110.77,2.87667
330.024,1114.18,3.45026
337.791,1114.12,3.14118
341.497,1120.13,3.07263
341.92,1134.65,2.88864
324.745,1136.37,2.23908
292.327,1136.16,2.37086
343.984,1146.91,3.38157
314.434,1147.04,3.25208
339.828,1152.13,3.3399
317.8,1154.07,3.05603
309.424,1116.65,3.93772
406.818,1118.46,1.60683
389.717,1134.29,1.43723
398.665,1137.1,0.915181
389.296,1155.16,1.73209
390.974,1091.11,1.69054
371.458,1093.44,2.37836
367.062,1123.05,2.40884
433.903,1125.05,2.49842
418.632,1128.42,1.41729
425.376,1139.64,2.35368
367.721,1141.63,1.5664
366.751,1152.05,1.56404
380.709,1162.28,2.16609
408.94,1091.93,2.39438
412.765,1103.48,3.06508
367.174,1114.18,2.84278
392.741,1099.56,3.59485
433.103,1112.82,4.44523
505.893,1094.88,0.823293
481.343,1107.52,0.237643
497.358,1109.64,0.811214
501,1115.13,0.791662
485.778,1119.48,1.00707
456.635,1140.09,0.913549
