Position X,Position Y,Position Z
298.751,1053.91,30.319
304.602,1083.73,30.4425
366.252,1037.48,26.6791
390.29,1042.4,27.4102
403.402,1021.44,28.5947
429.33,1028.44,28.5876
385.393,1059.71,28.5719
401.15,1060.01,28.8191
405.151,1025.97,29.3071
399.299,1026.87,29.7585
419.711,1031.94,29.5333
377.096,1037.87,29.7095
430.548,1045.32,28.2417
383.885,1090.08,27.8923
370.149,1021.71,30.2715
383.377,1025.07,30.2764
364.987,1026.93,29.2026
388.138,1045.61,29.8045
418.248,1082.7,29.8691
477.052,1018.72,27.9462
473.644,1032.27,27.8561
475.988,1054.58,27.3163
477.279,1085.84,27.3546
444.909,1040.55,28.4454
466.302,1072.81,28.4539
499.907,1017.26,29.1906
456.984,1059.62,29.5554
473.765,1037.54,29.9817
483.568,1070.91,30.1549
499.835,1072.13,30.3656
474.577,1079.54,30.611
513.347,1053.14,27.1683
529.002,1036.95,28.6035
521.492,1055.69,28.3581
517.266,1079.11,28.2802
541.67,1058.11,29.7448
525.107,1073.74,29.7303
535.975,1078.86,29.5921
546.235,1018.72,30.3189
511.854,1041.77,30.2837
519.045,1046.31,30.2065
511.049,1065.02,30.7675
564.374,1071.41,30.741
567.274,1075.7,30.1523
618.863,1062.91,26.5252
624.2,1026.15,29.1175
585.705,1069.11,29.0388
597.267,1081.49,29.4742
43.5909,1136.22,28.9828
76.1212,1104.1,27.687
119.024,1136.16,28.5788
132.808,1151.91,28.6571
117.797,1094.39,29.151
87.0595,1098.12,29.0334
128.969,1109.76,28.9758
105.269,1111.25,29.5126
138.634,1117.7,29.1888
134.814,1127.59,29.3483
144.962,1135.22,29.2704
127.813,1140.18,29.2938
123.108,1152.43,29.27
125.43,1157.88,29.0681
115.04,1159.51,29.3189
136.769,1141.77,30.7615
142.238,1142.89,30.7757
202.34,1092.3,27.1773
196.122,1114.5,27.5675
215.68,1132.21,26.9559
150.661,1139.51,27.1089
191.74,1141.78,28.336
180.045,1144.17,27.129
151.452,1098.17,28.7131
145.917,1102.51,27.9996
167.536,1113.28,28.1194
215.469,1120.3,29.0192
188.419,1136.21,28.4318
166.791,1153.11,28.1804
149.122,1153.11,28.5834
158.088,1092.34,29.1112
165.821,1092,29.5063
215.992,1094.18,29.0706
207.795,1095.41,29.3523
173.012,1108.67,29.0904
197.172,1110.02,29.8381
201.011,1113.73,27.771
179.812,1122.01,28.614
193.502,1136.19,29.5643
156.135,1138.12,29.5501
195.658,1141.41,29.1232
178.042,1160.64,28.9815
150.614,1116.57,30.2898
175.958,1124.25,29.8251
169.951,1129.19,30.1433
281.612,1093.44,27.3033
245.474,1131.76,27.5121
219.319,1122.99,28.4867
231.519,1129.89,28.4322
235.269,1102.69,28.9529
222.203,1109.53,29.4176
256.17,1111.24,29.2404
286.774,1118.54,29.6918
241.216,1122.6,29.7472
233.634,1123.11,29.382
256.74,1094.98,30.4033
228.448,1117.94,29.846
273.63,1134.74,30.1241
301.847,1092.83,26.7808
326.384,1093.46,27.4366
359.871,1106.9,27.4451
362.559,1116.43,27.6678
308.046,1121.35,28.2082
316.28,1127.74,27.5115
338.613,1129.36,27.4187
318.022,1100.44,28.3807
351.6,1115.03,28.8182
325.162,1115.66,27.8389
307.948,1141.86,28.6276
320.39,1091.41,29.618
360.996,1091.91,29.0977
334.305,1101.32,29.687
346.631,1111.68,29.1743
311.199,1112.4,29.4505
345.494,1125.23,29.5547
