Position X,Position Y,Position Z
423.831,1169.24,-13.9484
386.899,1171.71,-13.6325
419.093,1202.84,-13.2334
413.91,1208.14,-14.1654
401.547,1205.69,-12.9587
165.85,1051.32,-14.4114
171.032,1062.71,-14.0726
178.623,1074.9,-14.1206
216.75,1079.34,-14.1074
172.186,1084.25,-14.1171
243.049,1023.15,-15.8417
251.13,1030.84,-15.465
230.067,1040.98,-15.3006
279.273,1045.48,-15.7586
270.664,1087.41,-16.3593
223.654,1023.29,-14.6895
230.35,1023.26,-14.376
239.431,1026.44,-14.4688
245.507,1028.77,-14.8024
222.194,1033.15,-14.4415
265.376,1033.92,-14.6057
242.512,1041.49,-15.0566
224.48,1041.94,-15.0816
255.704,1055.09,-15.2394
275.458,1054.98,-15.0511
242.127,1064.96,-14.9678
254.237,1064.73,-14.4076
274.406,1065.39,-14.0784
271.444,1081.63,-15.1449
265.949,1085.73,-14.7454
234.919,1087.59,-15.1241
225.549,1088.89,-14.4706
273.162,1058.31,-14.1973
267.539,1059.96,-14.3921
226.033,1066.33,-13.582
255.824,1071.49,-13.9375
220.333,1072.07,-13.8553
264.625,1054.94,-13.2341
314.874,1027.81,-15.7753
308.137,1028.57,-15.4256
326.406,1040.73,-15.9066
325.067,1053.94,-16.0073
354.457,1027.22,-15.0998
313.295,1033.43,-14.5922
344.148,1043.39,-15.0794
301.37,1046.43,-14.4634
311.416,1068.92,-15.1178
362.37,1076.49,-14.7987
318.549,1077.07,-14.4349
295.758,1080.11,-14.9399
307.577,1062.51,-13.3586
332.786,1063.74,-14.1998
363.054,1072.32,-13.7633
311.479,1074.29,-13.8608
308.759,1080.49,-13.6022
355.445,1082.58,-14.3929
292.706,1029.66,-13.2264
343.167,1059.59,-12.9394
371.25,1044.78,-16.0313
381.109,1044.68,-15.4076
386.84,1047.05,-15.1648
404.641,1048.57,-15.3174
431.912,1053.39,-15.9145
391.55,1023.65,-14.7649
380.821,1034,-14.7488
392.053,1040.42,-14.8201
366.68,1042.91,-14.5146
399.23,1046.01,-14.4152
415.829,1047.16,-14.7118
375.504,1057.41,-14.4617
367.39,1058.28,-15.0878
409.182,1065.05,-14.4652
429.888,1065.77,-14.8597
391.366,1068.89,-15.3164
367.81,1080.6,-14.7537
371.015,1029.84,-14.2134
369.404,1036.9,-13.6705
400.885,1040.86,-14.1088
435.23,1073.66,-13.9601
411.62,1074.88,-13.7898
413.227,1085.72,-14.2653
371.894,1090.21,-14.3385
426.132,1078.7,-13.1279
455.179,1028.19,-15.73
508.159,1052.56,-15.4228
488.299,1052.8,-16.0555
446.909,1063.88,-15.9594
450.227,1081.01,-15.8295
453.154,1022.57,-14.6936
478.469,1025.46,-14.2808
464.378,1029.95,-14.9303
473.973,1045.6,-14.6146
437.386,1053.1,-15.7482
496.761,1073.38,-15.4847
459.133,1023.22,-14.3797
494.231,1030.85,-14.0617
436.727,1031.72,-14.0178
437.445,1036.79,-13.5019
503.499,1038.21,-13.6822
493.619,1050.75,-13.5489
498.818,1051.08,-14.0627
447.765,1060.31,-14.0902
488.507,1082.99,-13.8777
476.299,1034.28,-13.2016
530.37,1029.47,-15.8584
540.541,1030.48,-15.4298
510.021,1085.34,-15.9414
521.784,1021.33,-14.481
533.429,1021.52,-14.7283
535.981,1027.29,-15.3722
561.426,1047.13,-14.373
528.222,1048.25,-15.3458
509.523,1057.47,-14.8094
527.534,1075.23,-14.5714
565.809,1017.65,-14.1349
516.734,1084.46,-14.1845
580.038,1061.47,-13.3155
607.556,1021.8,-14.7252
584.084,1067.71,-14.6203
85.1572,1139.19,-15.5493
93.783,1157.34,-13.9087
205.857,1100,-15.7009
216.565,1136.81,-15.5195
159.251,1096.43,-15.0009
202.519,1123.68,-15.2479
204.91,1143.97,-14.7853
162.493,1147.16,-14.7581
216.897,1101.16,-14.1266
174.908,1110.78,-13.9024
195.058,1124.55,-13.5702
166.622,1114.75,-13.1366
234.061,1103.76,-15.7927
223.022,1095.74,-14.3941
230.111,1099.56,-14.4031
281.545,1105.83,-14.6462
245.151,1115.26,-15.051
282.651,1119.53,-15.6838
230.886,1124.38,-14.4805
253.553,1129.55,-14.6782
282.927,1146.8,-15.0139
265.151,1150.97,-14.4136
268.241,1104.84,-14.2612
279.601,1109.69,-14.369
267.629,1124.11,-14.3022
272.735,1123.74,-13.1775
247.425,1158.41,-14.0042
276.916,1091.22,-13.1811
310.201,1098.45,-15.9306
312.093,1136.09,-16.2824
303.679,1151.18,-15.9822
318.446,1106.6,-14.3302
320.435,1113.3,-15.2087
315.676,1126.69,-14.6848
308.729,1104.84,-14.2281
386.052,1094.55,-16.1128
479.3,1119.07,-15.2021
442.283,1131.78,-15.4655
473.221,1131.8,-15.7099
448.478,1099.79,-15.1995
497.328,1118.54,-15.0145
470.953,1129.64,-13.9923
494.12,1089.85,-14.3496
448.287,1095.11,-14.3019
476.487,1120.52,-13.8839
453.704,1151.33,-13.6771
451.221,1154.21,-14.1495
536.234,1113,-14.1182
554.379,1114.67,-13.3819
509.161,1104.17,-12.9694
191.478,1165.28,-15.2432
168.778,1176.55,-15.3301
223.249,1178.2,-15.7764
252.699,1204.78,-14.9305
254.465,1215.91,-15.0906
264.084,1168.24,-13.1894
304.599,1184.04,-15.7439
333.133,1187.42,-15.8042
317.289,1196.98,-15.6749
323.031,1165.53,-13.805
299.05,1188.64,-13.5012
371.824,1202.56,-16.1008
398.722,1189.21,-14.7425
380.367,880.029,-14.6832
370.467,891.916,-15.1332
375.246,899.243,-15.5911
405.843,902.442,-14.9221
401.452,905.019,-15.0148
421.189,905.107,-14.6388
381.231,912.437,-16.0799
374.32,932.148,-14.7487
376.125,885.659,-13.3405
381.924,888.317,-14.1416
424.23,889.963,-14.5098
431.12,892.78,-13.9506
367.594,917.141,-14.1093
413.752,944.419,-14.3546
506.46,874.146,-15.5762
466.143,893.8,-15.4955
489.037,909.88,-15.7079
458.189,914.779,-15.2897
494.873,890.211,-14.7947
484.946,893.95,-14.61
440.663,920.746,-14.9875
463.971,877.161,-14.0915
488.568,930.44,-13.8139
495.758,940.283,-13.4331
505.598,944.501,-13.3774
542.862,874.773,-15.9498
540.739,883.042,-15.8478
572.524,887.179,-15.7656
536.117,895.49,-15.4923
518.704,903.068,-15.3226
522.747,907.436,-15.2556
515.487,915.408,-15.5279
560.671,871.765,-14.6038
522.95,876.699,-14.3915
544.341,880.273,-15.0299
519.536,893.39,-14.7671
517.405,908.885,-14.7679
557.523,910.855,-14.8003
531.935,918.137,-14.6148
513.254,872.948,-14.1499
530.48,877.211,-14.1855
577.104,893.791,-13.4277
560.34,917.387,-14.126
520.871,935.053,-14.3463
617.544,898.845,-15.0965
627.701,909.372,-15.6983
644.067,890.612,-14.8248
620.847,909.616,-14.9897
632.494,924.866,-15.0135
607.32,931.21,-14.6462
582.911,928.228,-13.5436
594.176,940.948,-14.1883
16.1155,954.862,-14.3977
123.162,1008.62,-16.0384
75.0389,952.534,-14.5737
125.787,954.11,-14.4589
121.369,957.11,-14.2193
100.684,958.88,-14.6538
121.442,969.536,-14.9417
129.132,971.07,-14.4256
82.0997,971.726,-15.1539
105.07,968.815,-13.4894
154.533,946.741,-15.3993
214.177,958.566,-15.624
183.797,967.559,-15.8984
173.845,980.018,-15.5016
170.354,1006.68,-15.6119
195.227,1008.35,-15.4939
182.537,1008.58,-15.763
184.319,951.76,-15.258
