Position X,Position Y,Position Z
311.56,1507.27,-40.8871
311.464,1457.6,-39.4626
321.029,1499.34,-39.7559
303.886,1510.98,-39.1925
310.463,1519.8,-39.5896
406.736,1459.33,-41.4489
425.437,1464.34,-41.4613
379.105,1490.68,-42.0759
397.351,1453.84,-40.7559
404.75,1453.86,-40.8211
382.605,1455.7,-40.6776
391.765,1489.4,-40.2724
369.505,1491.95,-40.7664
408.377,1510.09,-40.6815
390.873,1514.46,-40.4576
425.513,1515.37,-40.7454
400.708,1519.21,-41.0913
387.61,1473.32,-40.3457
402.373,1480.09,-39.5341
401.73,1500.33,-39.9798
430.06,1510.78,-39.4587
461.822,1470.86,-41.3577
464.143,1484.7,-41.975
490.485,1484.93,-41.2512
478.687,1499.45,-41.3451
475.331,1457.99,-40.5337
457.396,1462.8,-41.2003
479.949,1462.68,-40.4921
475.672,1467.66,-40.3342
459.601,1474.15,-40.2665
469.736,1477.05,-40.8208
478.224,1483.78,-40.9373
486.079,1504.91,-40.2458
498.655,1509.99,-40.8797
471.539,1513.27,-41.1466
478.611,1514.85,-40.9234
476.764,1524.17,-40.7539
483.855,1459.88,-39.4736
479.297,1489.75,-39.6742
456.377,1491.84,-40.2962
460.467,1512.06,-40.0187
437.362,1523.83,-39.5321
444.975,1466.56,-39.0082
521.656,1466.91,-40.8798
565.109,1506.69,-41.4438
541.722,1461.3,-40.0453
516.798,1463.72,-40.6731
544.702,1467.98,-40.2052
535.145,1480.04,-40.8037
561.654,1506.07,-39.8758
611.233,1503.16,-40.9894
115.46,1560.57,-42.1529
74.7727,1527.51,-40.8164
75.8109,1547.95,-41.1231
130.343,1555.05,-40.3725
145.391,1544.68,-39.8471
100.181,1554.91,-39.8514
137.319,1589.4,-40.2253
125.522,1590.41,-40.1833
215.716,1544.19,-41.3521
212.591,1557.62,-41.3344
175.957,1574.38,-41.5983
198.881,1594.05,-40.9582
150.224,1543.79,-41.0335
208.863,1553.82,-41.0959
218.53,1560.63,-40.8532
205.399,1566.97,-40.6931
203.875,1575.29,-40.1831
201.94,1581.53,-40.9354
174.237,1583.37,-40.8221
153.438,1584.39,-40.7471
181.251,1586.05,-40.6415
179.992,1528.72,-39.9528
188.058,1561.9,-39.3759
191.663,1572.67,-39.6666
255.672,1571.86,-41.9574
238.133,1573.81,-40.8616
240.211,1584.8,-41.3615
226.92,1598.79,-41.7582
267.443,1529.15,-40.8213
273.223,1536.53,-40.3008
261.15,1541.83,-41.0108
257.386,1553.9,-40.8821
229.895,1559.42,-40.8521
224.81,1558.93,-40.1733
280.985,1574.34,-41.0819
270.845,1588.87,-40.7041
247.977,1591.42,-40.1804
229.25,1593.44,-40.1551
244.925,1530.04,-39.5132
247.753,1554.01,-39.6801
235.109,1561.42,-40.1744
246.285,1564.04,-40.2833
273.928,1567.65,-40.2072
253.673,1576.31,-39.7518
234.221,1581.93,-39.9479
263.05,1597.24,-40.3121
307.602,1537.2,-41.748
321.264,1592.74,-40.9237
354.378,1549.95,-40.7672
335.966,1559.56,-40.526
306.913,1570.24,-41.155
304.244,1552.47,-39.8773
324.326,1556.03,-40.3137
336.525,1564.92,-39.2439
295.465,1577.49,-39.8623
325.971,1581.74,-39.4673
336.95,1585.47,-39.214
383.267,1585.45,-40.6197
396.067,1533.49,-40.4709
401.268,1536.48,-40.6114
399.441,1540.61,-40.3774
409.265,1548.72,-40.6935
403.009,1549.28,-40.4584
427.935,1592.84,-40.3325
371.385,1597.13,-40.283
379.789,1562.82,-40.1094
490.704,1536.5,-41.5617
453.279,1542.34,-41.6674
445.729,1567.39,-41.9598
463.148,1582.09,-41.4116
471.943,1544.02,-40.2842
457.587,1545.22,-40.7281
475.949,1549.09,-40.3815
443.545,1560.15,-40.8208
450.368,1574.41,-40.7541
438.721,1586.75,-39.9277
503.198,1549.89,-39.8754
479.986,1553.99,-39.4828
501.945,1555.77,-39.7403
497.05,1567.18,-40.0178
499.049,1585.16,-40.0592
478.827,1588.34,-39.3402
511.277,1553.36,-42.177
510.375,1578.51,-41.2175
566.642,1552.13,-40.2258
511.126,1529.61,-39.2141
538.503,1540.25,-40.1187
562.879,1561.46,-39.4267
586.472,1527.89,-39.4414
122.712,1600.14,-40.7571
169.088,1598.84,-41.6206
196.107,1600.96,-41.9722
159.454,1599.92,-40.4499
205.153,1600.35,-40.8974
184.9,1602.48,-40.9835
242.291,1599.88,-41.493
277.063,1603.36,-40.3498
330.393,1601.14,-40.2974
344.017,1604.73,-39.851
494.077,1598.77,-40.6173
460.99,1604.48,-40.1453
474.318,1603.32,-40.1547
545.235,1265.15,-41.3683
514.543,1294.69,-42.1177
565.78,1298.81,-41.0664
526.779,1304.91,-41.2284
509.116,1303.84,-40.1309
651.263,1244.59,-42.1318
589.445,1268.67,-41.2364
649.34,1271.97,-41.99
591.948,1283.98,-41.5687
635.372,1245.02,-40.8366
629.225,1257.4,-41.0167
607.349,1273.64,-40.5439
589.398,1279.48,-40.6685
617.212,1262.26,-39.9403
694.095,1242.74,-41.8352
680.686,1242.56,-42.5278
681.105,1265.45,-41.3972
662.153,1277.1,-41.5039
674.3,1254.02,-40.5009
672.721,1283.02,-40.372
658.033,1284.2,-41.3164
21.325,1334.81,-41.038
8.5676,1352.77,-40.6452
66.5882,1364.02,-40.5199
87.0552,1322.77,-41.3866
143.228,1326.73,-41.3161
113.897,1351.37,-41.4332
121.594,1363.67,-41.8287
82.3168,1365.98,-41.5479
92.856,1380.4,-41.5939
109.295,1337.17,-41.0987
98.5845,1339.62,-40.8378
105.356,1353.52,-40.3479
108.608,1365.52,-41.0292
111.14,1372.24,-40.2596
78.8653,1316.78,-39.9923
83.0511,1374.71,-40.3793
177.348,1316.03,-41.9529
169.76,1324.03,-41.0731
181.651,1348.79,-42.173
166.698,1364.9,-41.8708
211.513,1371.03,-42.106
200.08,1379.43,-41.722
152.011,1314.24,-40.8892
160.333,1376.12,-41.1337
160.42,1347.96,-40.0568
252.513,1314.48,-41.6034
218.963,1315.35,-41.8054
287.866,1311.08,-40.3398
240.881,1318.05,-40.6624
280.008,1318.63,-40.7897
255.273,1326.12,-41.944
261.696,1340.4,-40.6489
257.479,1346.54,-41.4454
259.061,1355.34,-40.5996
262.891,1369.52,-40.0202
360.181,1317.59,-41.3164
313.399,1318.18,-41.3359
338.818,1322.94,-41.1991
333.573,1323.62,-42.1208
314.777,1337.23,-41.3181
340.627,1337.49,-40.9115
332.754,1365.83,-41.1054
316.036,1376.26,-41.8778
333.014,1315.8,-41.0125
310.679,1323.2,-40.9348
355.547,1328.9,-40.4968
342.013,1342.47,-40.9088
298.81,1346.02,-40.4548
381.347,1310.48,-41.382
421.9,1313.69,-41.178
408.236,1327.1,-41.4795
426.953,1328.52,-41.1215
404.057,1312.94,-40.049
385.714,1320.69,-41.1482
431.057,1326.05,-41.1077
